Initial_risk,Initial_fitness,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
122.95634689216243,90.56291789089842,7.158984890033404,2.14142107963562,20,20,20,100,100,6
124.02508694902775,92.09389725505739,7.825347905287034,2.965805768966675,20,20,20,100,100,6
126.6567796745834,98.18822775061648,7.319633916225935,2.0653626918792725,20,20,20,100,100,6
126.83355404130658,102.57365087853397,6.643012569725281,2.764401912689209,20,20,20,100,100,6
118.35563243952244,85.0840990529127,6.618435165714592,1.9483215808868408,20,20,20,100,100,6
128.34050733109805,98.47366077797635,6.617113297288229,2.1040539741516113,20,20,20,100,100,6
120.48274555860051,87.74193064817123,6.787614650749554,1.9890847206115723,20,20,20,100,100,6
130.27816792205033,102.28369724158917,5.811637046290266,2.127481698989868,20,20,20,100,100,6
126.07462024417708,101.32648524095445,8.426830888738046,2.0855214595794678,20,20,20,100,100,6
131.85462790790007,100.59304202758892,7.079559592621164,2.254523277282715,20,20,20,100,100,6
122.11352554753888,83.03026217889347,5.003750124406826,2.1511592864990234,20,20,20,100,100,6
122.88285892511257,93.22462843591178,8.36178001697312,2.119234800338745,20,20,20,100,100,6
123.45923055861444,93.509574609353,9.11011730016957,2.1676738262176514,20,20,20,100,100,6
125.25064765591738,97.78967307508385,6.633496466898759,2.1152710914611816,20,20,20,100,100,6
121.37868118501869,85.70956219960529,7.987742902544286,1.915550708770752,20,20,20,100,100,6
124.96096351584494,95.42206568271543,11.703532433813145,2.0106492042541504,20,20,20,100,100,6
125.00011410526022,95.56030251585223,8.927948918988571,2.0196621417999268,20,20,20,100,100,6
118.55774014098267,88.69801547427438,4.547941773016944,3.5467004776000977,20,20,20,100,100,6
127.50806155740548,100.97803566026018,8.27123997348545,4.1623101234436035,20,20,20,100,100,6
121.95792892015479,89.82555224940162,5.6384221769972465,5.095303535461426,20,20,20,100,100,6
121.0023435236493,88.00921581886074,5.885397113980549,2.1779770851135254,20,20,20,100,100,6
125.06215018653093,90.75766215307617,8.183625740700393,2.483883857727051,20,20,20,100,100,6
127.55286401321491,97.0764403481012,4.723892714157616,1.9306278228759766,20,20,20,100,100,6
120.12836415536853,83.33999892556507,6.738218688221284,1.965771198272705,20,20,20,100,100,6
125.66982210659884,95.78625263938578,7.489683892372204,2.2129039764404297,20,20,20,100,100,6
125.40107280394193,100.08098897344323,4.4512352492552125,2.261136770248413,20,20,20,100,100,6
120.44311148029495,90.75973664126282,6.607567510797219,2.0162570476531982,20,20,20,100,100,6
120.01728161323356,86.02081885706127,5.400570687435243,1.797356128692627,20,20,20,100,100,6
118.98218529212113,82.10685050156121,8.541849064056736,2.188457727432251,20,20,20,100,100,6
117.71604869967277,86.97921771069971,4.564534060882883,2.0558969974517822,20,20,20,100,100,6
123.33814694350406,96.22577746101398,7.824466528891084,2.0580849647521973,20,20,20,100,100,6
127.15760980704103,98.96794239737797,5.714890469900336,1.9741225242614746,20,20,20,100,100,6
121.06015193979867,87.7437148758669,10.919937295125344,2.9790680408477783,20,20,20,100,100,6
114.55146332361555,82.1555654106095,6.608912370439092,2.5811779499053955,20,20,20,100,100,6
124.87522956221363,104.53660887453634,8.074619431219224,2.4564287662506104,20,20,20,100,100,6
122.53950853063743,92.81528438831339,4.792557933823033,2.380631923675537,20,20,20,100,100,6
128.29802381262573,98.6483139068199,5.192593558734157,2.1074025630950928,20,20,20,100,100,6
128.25350306055157,99.4614901276606,5.201540997515286,1.9746873378753662,20,20,20,100,100,6
123.09631529185599,94.65464706507359,4.739375141086987,1.843101978302002,20,20,20,100,100,6
122.50978985541927,93.54045111838589,6.978425897912297,1.890944004058838,20,20,20,100,100,6
133.41079554699837,110.05201959357193,7.965387758587803,2.955064535140991,20,20,20,100,100,6
113.10400662232558,73.49120150921149,9.329806514745817,2.0445311069488525,20,20,20,100,100,6
125.26491099285738,99.35919999420672,3.978985654039402,2.313843011856079,20,20,20,100,100,6
126.1293437744241,96.33040624726443,6.041692613684804,2.0574963092803955,20,20,20,100,100,6
121.66466298535038,92.011099956208,5.429406657046937,2.149282932281494,20,20,20,100,100,6
130.51949483893137,100.33342706780695,5.267948674094818,1.8859617710113525,20,20,20,100,100,6
115.08614771345432,79.94588076605854,8.74125624626536,2.079437255859375,20,20,20,100,100,6
134.20995401072878,110.37056429171118,5.790041344025692,2.4644131660461426,20,20,20,100,100,6
114.54884878908936,85.0597211756916,6.218627629818257,2.4624135494232178,20,20,20,100,100,6
128.5112802604922,98.87236385068384,7.126014301570103,2.098388910293579,20,20,20,100,100,6
116.09125076675062,80.25425671267364,8.008718365728505,1.835282325744629,20,20,20,100,100,6
121.23703838675942,90.44407016414685,8.324525379626207,2.2051022052764893,20,20,20,100,100,6
