Initial_risk,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
1697.845384043013,5.541820020224482,37.29826354980469,20,20,20,1000,400,6
1794.9617019485745,10.712573580556272,28.297956943511963,20,20,20,1000,400,6
1839.4615868525193,12.432530698118516,32.109410524368286,20,20,20,1000,400,6
1714.2250036265254,9.098106641325746,33.567134857177734,20,20,20,1000,400,6
1727.697562165621,10.753517174143942,35.519251108169556,20,20,20,1000,400,6
1928.156294423977,10.424787793670841,34.09593439102173,20,20,20,1000,400,6
1676.2286257741318,13.317651773626219,35.355782985687256,20,20,20,1000,400,6
1685.6447983324615,9.350879478050622,27.766141176223755,20,20,20,1000,400,6
1601.7901753225058,13.541189706190432,28.104366302490234,20,20,20,1000,400,6
1850.9329261459532,11.342245141770244,31.653876543045044,20,20,20,1000,400,6
1611.857823031,9.349483801307258,29.58884572982788,20,20,20,1000,400,6
1643.9337305991667,10.653256198915287,29.177693128585815,20,20,20,1000,400,6
1520.8238438544747,10.43253648932342,29.942668437957764,20,20,20,1000,400,6
1613.4113094240986,9.864318012847958,28.55487060546875,20,20,20,1000,400,6
1643.415312113851,11.148020610637468,29.118455171585083,20,20,20,1000,400,6
1620.0670890654858,10.512633895374757,29.82139277458191,20,20,20,1000,400,6
1520.8010515521496,15.973228241171212,28.961798667907715,20,20,20,1000,400,6
1481.4226374877219,8.565373521992655,29.339519500732422,20,20,20,1000,400,6
1633.3319492160508,13.444057612053246,35.05922079086304,20,20,20,1000,400,6
1879.5464476698094,7.730446683676602,35.80269479751587,20,20,20,1000,400,6
1772.7748029438287,12.383086611045984,30.45054841041565,20,20,20,1000,400,6
1771.1542536779805,10.31886289733378,30.788953065872192,20,20,20,1000,400,6
1834.6081615662733,6.574873384057021,37.92256021499634,20,20,20,1000,400,6
1536.0979172462344,12.19541332246202,31.522189378738403,20,20,20,1000,400,6
1566.0559319286133,9.663987477278102,26.86440110206604,20,20,20,1000,400,6
1700.6017436196119,10.043291643116868,30.604961395263672,20,20,20,1000,400,6
1924.2180690457594,9.41697441977712,39.04157590866089,20,20,20,1000,400,6
1781.3924043626878,12.486232176693791,35.063650131225586,20,20,20,1000,400,6
1681.2765072464122,7.304483336817168,30.894184112548828,20,20,20,1000,400,6
1778.7904024219904,7.176729713909927,27.28205680847168,20,20,20,1000,400,6
1507.3869299836902,14.604774162125375,27.967203855514526,20,20,20,1000,400,6
1708.0334342394854,11.412685383866899,30.185909032821655,20,20,20,1000,400,6
1847.959395812092,10.353216711157812,32.62096047401428,20,20,20,1000,400,6
1566.143460557312,10.679506089848864,29.58688998222351,20,20,20,1000,400,6
1547.7719199871565,13.05794534830527,26.827209949493408,20,20,20,1000,400,6
1684.0643859444726,6.978501815150754,38.20993518829346,20,20,20,1000,400,6
1876.8487287763405,10.506435199392104,34.02017879486084,20,20,20,1000,400,6
1700.8684772848171,9.201510983648953,32.08765268325806,20,20,20,1000,400,6
1759.859378506841,12.091357079233656,37.28158164024353,20,20,20,1000,400,6
1647.134042371544,11.208585677930948,29.779592990875244,20,20,20,1000,400,6
1794.4538392839297,5.656430726512037,32.08361291885376,20,20,20,1000,400,6
1880.4464963233854,9.268478760126222,44.65644073486328,20,20,20,1000,400,6
1824.5069560263098,9.237378074693225,46.76084852218628,20,20,20,1000,400,6
1457.9095520687833,16.147659419065274,33.4484326839447,20,20,20,1000,400,6
1602.172112612761,9.706370211328233,31.19058609008789,20,20,20,1000,400,6
1787.6980532266596,8.50998601637043,32.0890109539032,20,20,20,1000,400,6
1588.1231288649224,8.243745782943881,34.78001642227173,20,20,20,1000,400,6
1458.4042025697456,15.27008789511579,29.809245347976685,20,20,20,1000,400,6
1523.4408069436945,13.39827720373325,28.45085859298706,20,20,20,1000,400,6
1818.6476551723674,6.489711563112478,37.3920214176178,20,20,20,1000,400,6
1817.4756712381572,6.391697655788535,31.2156023979187,20,20,20,1000,400,6
1684.474516560491,14.056403941353238,33.40222644805908,20,20,20,1000,400,6
1713.8498310524244,14.666105774385063,32.09385418891907,20,20,20,1000,400,6
1803.695652137782,9.619109894308364,32.00333023071289,20,20,20,1000,400,6
1666.3053339937146,14.33793851298183,32.00147318840027,20,20,20,1000,400,6
1697.4050344995062,10.18863881425446,32.99587869644165,20,20,20,1000,400,6
1728.074522117031,7.064237915598696,29.169965028762817,20,20,20,1000,400,6
1768.272259994205,10.260997209227446,34.77244544029236,20,20,20,1000,400,6
1539.9421471936396,9.202206604694014,29.330744743347168,20,20,20,1000,400,6
1728.1394892076935,11.402860890040078,33.53467273712158,20,20,20,1000,400,6
1695.1659571059506,11.847127795579947,28.78735375404358,20,20,20,1000,400,6
1594.227314726455,6.462871439537555,31.39660096168518,20,20,20,1000,400,6
1676.8229381298295,9.550354251043702,30.79555606842041,20,20,20,1000,400,6
1663.8206557805972,8.76310197629541,43.33223533630371,20,20,20,1000,400,6
1627.1430062510055,7.268711686972972,33.80307960510254,20,20,20,1000,400,6
