Initial_risk,Initial_fitness,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
116.05230399865215,83.44315415833657,7.546456975803972,29.230724573135376,20,20,20,1000,100,6
116.38301981520296,80.96589945849534,10.648360461099042,32.18974709510803,20,20,20,1000,100,6
130.11827302535667,103.35801410917512,6.118221109455824,36.54094386100769,20,20,20,1000,100,6
122.53484292812117,92.93975437207095,4.90078365239474,33.44100904464722,20,20,20,1000,100,6
121.81953907453396,88.76137169655728,6.580952440137276,33.89798450469971,20,20,20,1000,100,6
116.46494864629847,82.34178159896159,8.103589111913479,31.073725938796997,20,20,20,1000,100,6
131.10634756754928,101.18358984110061,6.281025507027598,33.56842589378357,20,20,20,1000,100,6
121.57401838111383,91.8044538103778,6.675626873596613,39.709181785583496,20,20,20,1000,100,6
115.0979255968208,78.00783271614323,6.662152425695078,33.000510454177856,20,20,20,1000,100,6
124.70440412346707,92.51298563901041,6.84041610183514,35.57926273345947,20,20,20,1000,100,6
118.21209120121681,85.48182140875603,7.765088922080362,30.706891536712646,20,20,20,1000,100,6
124.58682511793882,95.47973026430742,6.149763685669879,32.23474192619324,20,20,20,1000,100,6
123.26676113294107,99.16953005699195,5.059723526920217,32.45614814758301,20,20,20,1000,100,6
121.46610554509924,85.33532675212109,5.109696588113206,26.645029306411743,20,20,20,1000,100,6
118.33022213225941,91.62960453247827,6.479320724228752,34.01180648803711,20,20,20,1000,100,6
130.98739678344828,102.84784803987496,8.523499880677669,32.84917378425598,20,20,20,1000,100,6
128.49784983613867,98.66369522478217,7.179671952764261,36.06481337547302,20,20,20,1000,100,6
116.08424617606661,80.87683118587675,6.208858001752349,25.133769273757935,20,20,20,1000,100,6
119.17577073839071,84.9704134291678,6.029147587806146,28.597508668899536,20,20,20,1000,100,6
126.015791054944,94.50830079366358,6.809612879981859,29.505077123641968,20,20,20,1000,100,6
114.8293287228421,82.71369262228215,8.466923680752547,31.42607593536377,20,20,20,1000,100,6
123.27502921258383,92.05382858249008,8.375970607015017,29.307605504989624,20,20,20,1000,100,6
123.40649584907308,97.78854212408656,7.462372734165529,32.097111225128174,20,20,20,1000,100,6
126.75830170516535,98.98782781330742,6.447860757213361,28.292356967926025,20,20,20,1000,100,6
