Initial_risk,Initial_fitness,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
124.09575047177005,97.17125785159956,6.870210680154469,8.51714825630188,20,20,20,100,1000,6
114.5081326484897,78.3998886052174,8.741699377077412,4.560211420059204,20,20,20,100,1000,6
128.67579312570598,101.53194169180509,6.6398006383607875,4.9526591300964355,20,20,20,100,1000,6
125.28819476510232,99.66213543590185,6.780190529664172,5.172389984130859,20,20,20,100,1000,6
121.87192935477188,94.28669081771298,4.56493233873163,5.8663153648376465,20,20,20,100,1000,6
122.82334585719005,92.81693574461244,6.1658331449578885,5.037341356277466,20,20,20,100,1000,6
116.20047193587676,81.68937034063305,7.975170166113883,6.076487302780151,20,20,20,100,1000,6
121.79523119476909,90.49336611176314,7.749572496488097,5.208307981491089,20,20,20,100,1000,6
116.55712091094114,84.89579668243447,6.213409172896149,5.465601205825806,20,20,20,100,1000,6
123.88701064231599,95.60077115221526,4.907458565129071,5.331080198287964,20,20,20,100,1000,6
130.99760149537926,100.18917497391455,8.717495917552899,5.978378534317017,20,20,20,100,1000,6
124.29183900540468,95.74179990663444,5.628781793443698,5.088022470474243,20,20,20,100,1000,6
126.23897084751906,93.59334573069737,6.300502595541294,4.595466136932373,20,20,20,100,1000,6
121.31639864515249,89.23816777466078,6.648527264697603,4.932981967926025,20,20,20,100,1000,6
129.40429481384308,105.47512509902997,5.501232876433114,5.213136434555054,20,20,20,100,1000,6
126.0591934653107,98.4975729600024,10.110465273411098,5.806168079376221,20,20,20,100,1000,6
120.31621235646264,94.30559208826858,5.247167799682299,4.65264892578125,20,20,20,100,1000,6
122.82717634117657,96.56574882130822,8.2732815864126,4.910337448120117,20,20,20,100,1000,6
122.03691714546777,93.16023201666349,8.815417104243961,5.534472227096558,20,20,20,100,1000,6
120.15351719749235,91.14705722327535,5.711583524363693,4.785455942153931,20,20,20,100,1000,6
129.39580917096788,104.859183690101,7.787462627491585,5.023780345916748,20,20,20,100,1000,6
124.76606162941101,101.9963613209564,7.401676723376858,4.5793421268463135,20,20,20,100,1000,6
123.27615400661968,94.28185260548337,7.006914109105528,5.046298027038574,20,20,20,100,1000,6
115.31474432359708,81.49454705244631,7.350057183257501,5.868723154067993,20,20,20,100,1000,6
133.5049068682638,106.45312477002689,6.967565422818906,5.161957263946533,20,20,20,100,1000,6
120.73402452695022,89.470355086111,4.525173146454973,4.504438877105713,20,20,20,100,1000,6
123.59119363706183,91.43784530575789,4.16059337140468,5.317119121551514,20,20,20,100,1000,6
117.60271830914965,84.84982205498197,3.868038172180628,4.4980809688568115,20,20,20,100,1000,6
118.72033859805335,86.90166898917722,5.089888271866339,4.362581491470337,20,20,20,100,1000,6
124.8879808607975,89.85409763731352,7.1386941753509845,4.436150789260864,20,20,20,100,1000,6
121.06330080653805,95.73237809317398,6.474607855293367,5.180349826812744,20,20,20,100,1000,6
125.45868542199351,93.02295967934994,9.448518859335174,4.702018737792969,20,20,20,100,1000,6
123.13404088170354,96.38317111637409,6.621644453624298,5.568796157836914,20,20,20,100,1000,6
122.59677443290738,94.27748458218677,6.718875250889365,4.9021875858306885,20,20,20,100,1000,6
124.7337685199104,92.96114551570508,8.549038277400355,4.432932615280151,20,20,20,100,1000,6
124.75638034781326,96.26824292377746,5.2311780292997305,4.090638875961304,20,20,20,100,1000,6
125.89263307956793,100.0881823348457,5.139025874691083,5.637315034866333,20,20,20,100,1000,6
122.45012517139813,93.66191181186313,7.76906726790686,4.561699390411377,20,20,20,100,1000,6
117.1601416007404,82.82112331302066,6.106265265308149,4.764251708984375,20,20,20,100,1000,6
129.99047264585266,97.28936578310294,6.382548236912477,4.9526660442352295,20,20,20,100,1000,6
118.98395504817209,80.24074010891724,8.810769766274355,4.09602689743042,20,20,20,100,1000,6
117.51035118526582,85.12743233799401,7.359175485095923,4.866253614425659,20,20,20,100,1000,6
119.36319124690527,84.68322666807003,8.602655890361266,4.986656665802002,20,20,20,100,1000,6
121.44120850659782,91.74575827643353,6.507053382518045,4.52692723274231,20,20,20,100,1000,6
115.93680951875268,80.95568258120069,5.071171034346699,4.749999046325684,20,20,20,100,1000,6
116.0775653538609,79.99694997514544,8.628202683361287,5.165347099304199,20,20,20,100,1000,6
122.55771563243107,91.97133112708899,5.670466179601144,5.190946578979492,20,20,20,100,1000,6
117.13291042539194,89.05620927148733,8.680255584237063,4.994736433029175,20,20,20,100,1000,6
124.70332159158858,100.00385301850244,5.865073579678423,5.223926067352295,20,20,20,100,1000,6
120.35541303783295,88.41379962982728,4.333258800496999,5.139675855636597,20,20,20,100,1000,6
124.56547906343015,94.47198898762294,7.33369913539299,4.604589462280273,20,20,20,100,1000,6
131.69650814437367,104.45444373528417,7.737316384217444,5.613090991973877,20,20,20,100,1000,6
116.21829775263222,84.88783732428313,7.686060206005718,4.972464561462402,20,20,20,100,1000,6
118.96084795719717,93.19538447168051,6.081337961024083,5.754087924957275,20,20,20,100,1000,6
125.60437335081792,97.84881291703921,6.293659115649678,5.736493825912476,20,20,20,100,1000,6
120.96825846679744,88.3139639737339,5.522167777716,5.074843645095825,20,20,20,100,1000,6
115.4646111224705,84.2552297647152,8.61772011623026,4.830889463424683,20,20,20,100,1000,6
124.09469972777353,92.51207687718669,5.40176536641127,5.089643478393555,20,20,20,100,1000,6
113.08509903821542,79.86050741567595,6.8407070656293865,4.9897215366363525,20,20,20,100,1000,6
116.97272843529412,81.7061411172642,6.288258591535129,5.041797161102295,20,20,20,100,1000,6
130.5908744611595,106.48643814970553,6.184393494194257,5.0371928215026855,20,20,20,100,1000,6
