Initial_risk,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
1665.54314538769,12.411098899015784,2.2150745391845703,20,20,20,100,400,6
1595.9535300677342,14.051432773690225,2.0056352615356445,20,20,20,100,400,6
1676.731072722026,10.308876563138194,2.4125778675079346,20,20,20,100,400,6
1695.053524362588,5.536051286987773,2.374648094177246,20,20,20,100,400,6
1865.131578940149,11.991906897071,2.049522638320923,20,20,20,100,400,6
1968.8203558250434,9.050271518878795,2.6180293560028076,20,20,20,100,400,6
1918.0765866297213,9.769167583361696,2.225048065185547,20,20,20,100,400,6
2024.314222653438,9.62834137021993,2.2319982051849365,20,20,20,100,400,6
1444.3438472160644,12.664906564353332,2.115341901779175,20,20,20,100,400,6
1580.3124099465006,12.856800545412225,1.758263111114502,20,20,20,100,400,6
1751.3956018736603,14.207174884012755,2.053506851196289,20,20,20,100,400,6
1556.1643345963141,13.278568681628421,1.7672746181488037,20,20,20,100,400,6
1721.72835271625,12.947653847616511,2.207096815109253,20,20,20,100,400,6
1530.506643498372,9.633017303407568,2.468397378921509,20,20,20,100,400,6
1640.2190545732767,11.978906702945324,1.9887127876281738,20,20,20,100,400,6
1724.1156051215407,11.369259404634851,1.9956603050231934,20,20,20,100,400,6
1666.1832122954172,8.544966792878776,1.7433679103851318,20,20,20,100,400,6
1690.793045481532,9.239509499928822,2.3207602500915527,20,20,20,100,400,6
1866.9424238527304,10.016636719826044,2.1704559326171875,20,20,20,100,400,6
1836.1028787768687,9.756651316293901,2.012617826461792,20,20,20,100,400,6
1867.7324533304302,11.81336062126513,2.236050844192505,20,20,20,100,400,6
1845.206016700636,9.02064989020218,2.1482536792755127,20,20,20,100,400,6
1670.8330869357999,14.387871406134295,2.1941325664520264,20,20,20,100,400,6
1534.5313777416204,11.580828443914523,2.236056089401245,20,20,20,100,400,6
1665.4589844139614,13.21578869916496,2.145263195037842,20,20,20,100,400,6
1901.654269346395,12.135877890984926,2.0934314727783203,20,20,20,100,400,6
1642.7447399318705,12.123972405932387,2.132295846939087,20,20,20,100,400,6
1757.7861126336443,11.186837508370179,2.519260883331299,20,20,20,100,400,6
1569.8323414861406,10.649335629987837,2.1063995361328125,20,20,20,100,400,6
1628.5072978284268,8.966165428043954,1.8231968879699707,20,20,20,100,400,6
2001.9629479673383,12.170021258072659,2.336786985397339,20,20,20,100,400,6
1648.495020776246,15.12135755848924,2.2130815982818604,20,20,20,100,400,6
1591.782004714511,9.330023576792895,2.028573751449585,20,20,20,100,400,6
1734.0522156569907,9.447948713187504,2.255648136138916,20,20,20,100,400,6
1660.8652934560648,11.693400247677712,2.1602346897125244,20,20,20,100,400,6
1541.6355999485208,10.646177040736138,2.518282175064087,20,20,20,100,400,6
1645.247962503278,10.34501484755559,2.314868211746216,20,20,20,100,400,6
1626.7327976409983,13.207599058605856,1.9541394710540771,20,20,20,100,400,6
1542.0645288194933,13.90872801749013,1.9504644870758057,20,20,20,100,400,6
1853.8460378840407,10.293815050220028,2.8016343116760254,20,20,20,100,400,6
1745.9686145308224,13.90624174251141,2.811805486679077,20,20,20,100,400,6
1791.9369154533588,10.704546071085375,2.7799882888793945,20,20,20,100,400,6
1724.1138601253956,12.61252589555211,2.44419527053833,20,20,20,100,400,6
1727.3037226753231,15.267252915026006,2.660423994064331,20,20,20,100,400,6
1750.5264775074988,10.089325979365405,2.4882915019989014,20,20,20,100,400,6
1693.3174454718385,9.429799068397399,2.3989455699920654,20,20,20,100,400,6
1714.313401171293,10.997019592107863,2.6670782566070557,20,20,20,100,400,6
1628.4313725064278,10.677745478303011,2.165888786315918,20,20,20,100,400,6
1602.6559301981329,12.494526548059453,2.282132148742676,20,20,20,100,400,6
1606.3574887873829,9.556624198549486,2.4635257720947266,20,20,20,100,400,6
1999.4823026355486,9.874657272440096,2.256990432739258,20,20,20,100,400,6
1680.3545856956953,13.354824131843015,2.345599412918091,20,20,20,100,400,6
1613.669720453793,10.07951629536452,2.067922592163086,20,20,20,100,400,6
1671.486940687215,9.680702433545854,2.4228954315185547,20,20,20,100,400,6
1697.41219851179,8.32921927114575,2.5353682041168213,20,20,20,100,400,6
1544.9504690721517,14.193692528559797,1.9828770160675049,20,20,20,100,400,6
1527.6424790044255,8.023097412844903,2.2947380542755127,20,20,20,100,400,6
1559.3328255727047,12.675389221164606,1.8770341873168945,20,20,20,100,400,6
1646.6033647091738,11.380970042151283,2.3692078590393066,20,20,20,100,400,6
1609.5583080851125,11.440244558814133,2.1034669876098633,20,20,20,100,400,6
1580.7551532658572,13.964470844039717,2.102498769760132,20,20,20,100,400,6
1971.235566806597,6.822714055831016,2.157837152481079,20,20,20,100,400,6
1579.9107908916217,14.12868166654474,1.9884490966796875,20,20,20,100,400,6
1667.7909086942648,11.605920081445884,2.132875442504883,20,20,20,100,400,6
1668.4947977184656,11.964708652334938,3.361588716506958,20,20,20,100,400,6
1504.2004887941823,11.286105075964894,1.9184980392456055,20,20,20,100,400,6
1693.1921602805082,8.652341262823402,2.200793504714966,20,20,20,100,400,6
1591.5257565431348,9.688794753957811,2.107030153274536,20,20,20,100,400,6
1500.787784354229,13.816184055963696,2.1903765201568604,20,20,20,100,400,6
1626.6278293273638,12.20066041537586,2.3282103538513184,20,20,20,100,400,6
1734.610717425708,11.987482429808946,2.122190475463867,20,20,20,100,400,6
1660.6546212336013,8.908973219475445,2.300504207611084,20,20,20,100,400,6
1571.6518747759499,15.054446931579474,2.2984089851379395,20,20,20,100,400,6
