Initial_risk,Initial_fitness,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
125.67652822277537,95.18155856190977,4.525172639885248,8.990323781967163,20,10,20,400,400,3
128.98319491925702,103.67557297564012,8.024569057325403,8.541816711425781,20,10,20,400,400,3
122.47469486518841,94.90182824588132,5.490212393034534,8.804696798324585,20,10,20,400,400,3
124.96224711878537,91.00159976473294,8.906744092512266,10.539998769760132,20,10,20,400,400,3
130.751856841158,104.05517086132784,6.641145770299538,9.425422430038452,20,10,20,400,400,3
121.38389974900306,90.19177658676963,7.467762917184692,9.578576803207397,20,10,20,400,400,3
124.31158024317972,100.74943608762706,8.627978000004347,10.57383418083191,20,10,20,400,400,3
133.86913796298592,103.7286531253151,5.151189351356596,8.825215816497803,20,10,20,400,400,3
124.06395941897108,95.58488039992554,5.234058735099502,9.15885591506958,20,10,20,400,400,3
122.31692409367615,85.71386461314036,5.987144254728731,6.321075439453125,20,10,20,400,400,3
126.80544398142699,94.81291419685364,8.056220225436967,8.435576438903809,20,10,20,400,400,3
124.15826285906117,97.22142833883626,8.353174134035466,10.526617527008057,20,10,20,400,400,3
128.8875686900128,102.75925371098144,6.9875632007080135,8.961304903030396,20,10,20,400,400,3
124.35633412978038,97.8659408280929,4.332481998935807,7.256596088409424,20,10,20,400,400,3
124.65200174985975,97.75028637675074,7.040916578099489,8.469799995422363,20,10,20,400,400,3
125.86673690567653,98.91371040080062,6.213322520226932,7.2700276374816895,20,10,20,400,400,3
122.23707905538724,88.94200915636151,4.418251832014049,6.52870774269104,20,10,20,400,400,3
123.47748552261352,92.92412508075714,6.1885783285713,7.4624364376068115,20,10,20,400,400,3
123.96909123701525,94.48264654668384,4.454502383109664,7.269104480743408,20,10,20,400,400,3
121.8569206310617,90.12368566264051,6.626325472928987,7.170334815979004,20,10,20,400,400,3
123.51236723715674,93.56472440512644,5.109024122822299,8.495051622390747,20,10,20,400,400,3
120.81753188032559,88.78792930013061,7.685234041160785,7.31755805015564,20,10,20,400,400,3
122.36199528369656,92.42786659970463,5.808557660145246,8.185624837875366,20,10,20,400,400,3
119.08143552908771,80.99457681144312,6.979503287179991,6.557156085968018,20,10,20,400,400,3
123.07627427716189,87.8764444681219,5.234777820943153,10.256383657455444,20,10,20,400,400,3
124.99594395096943,99.42278666387372,8.741018563499583,8.024462938308716,20,10,20,400,400,3
120.66808312488843,91.43291678716719,5.91163548026884,10.704749822616577,20,10,20,400,400,3
