Initial_risk,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
1798.7085933136514,9.184244668280439,2.454251527786255,20,30,20,100,100,10
1671.4374606384263,16.949238290122768,2.133875608444214,20,30,20,100,100,10
1792.8149133110755,9.187914400800949,2.852760076522827,20,30,20,100,100,10
1536.54074812745,11.59609608809703,2.0303688049316406,20,30,20,100,100,10
1461.7991104686823,15.599341584104213,2.101947546005249,20,30,20,100,100,10
1656.2069057915835,14.980169530102046,2.0910398960113525,20,30,20,100,100,10
1584.163303600417,12.403745023590456,2.0178518295288086,20,30,20,100,100,10
1782.61759243206,10.298004868515573,2.142289400100708,20,30,20,100,100,10
1894.3378872384988,8.695909395595796,2.6090235710144043,20,30,20,100,100,10
1737.6656793002473,10.76727115597931,1.9023902416229248,20,30,20,100,100,10
1675.3850854856707,11.174398965546697,2.071739435195923,20,30,20,100,100,10
1594.094942110102,19.826192835463246,2.2231791019439697,20,30,20,100,100,10
1466.5321921254288,12.367369092923346,1.8507142066955566,20,30,20,100,100,10
1807.675669463686,11.783755150341005,2.2649991512298584,20,30,20,100,100,10
1605.092419841888,11.723674106348188,2.7101974487304688,20,30,20,100,100,10
1820.2375327452844,9.96774942975691,2.583503484725952,20,30,20,100,100,10
1800.9013264008643,7.795631036695223,2.3352718353271484,20,30,20,100,100,10
1590.0286050696507,11.292708215693043,2.328540563583374,20,30,20,100,100,10
1731.9621168339688,8.773641738097156,2.085566759109497,20,30,20,100,100,10
1715.9395872424075,11.494678599446358,2.2466275691986084,20,30,20,100,100,10
1709.054940369262,9.537474570552712,2.0588085651397705,20,30,20,100,100,10
1716.9177365721355,10.848741492078585,1.956885576248169,20,30,20,100,100,10
1728.216651171224,12.604061164663184,2.250854730606079,20,30,20,100,100,10
1813.0617173314906,8.860745904568972,2.6177899837493896,20,30,20,100,100,10
1759.5496276205538,8.1195473048355,2.5877695083618164,20,30,20,100,100,10
1822.919472534522,9.136101743652675,2.2817559242248535,20,30,20,100,100,10
1742.0786083586104,12.741697873933747,1.945457935333252,20,30,20,100,100,10
1577.2031361180916,10.441355407154049,2.020158529281616,20,30,20,100,100,10
1820.7616835260974,12.83312010212136,2.352344036102295,20,30,20,100,100,10
1587.0018955460855,18.138873105620206,1.8703103065490723,20,30,20,100,100,10
1594.2961271446702,11.816338858607343,2.1239259243011475,20,30,20,100,100,10
1952.5063501775785,9.816289019148638,2.2675154209136963,20,30,20,100,100,10
1617.7090223972846,15.404208758769096,2.1160645484924316,20,30,20,100,100,10
1735.1944408076436,11.595246052161361,2.236320734024048,20,30,20,100,100,10
1848.3358619032476,10.57901892419913,2.2435171604156494,20,30,20,100,100,10
1842.4634509751936,11.105237435792622,2.1686089038848877,20,30,20,100,100,10
1772.0064071190895,10.768129274740241,2.4587173461914062,20,30,20,100,100,10
1500.1818681813493,11.503905888350705,1.8254528045654297,20,30,20,100,100,10
1653.8597707131792,9.907472428607353,1.9574179649353027,20,30,20,100,100,10
1643.7958158650551,11.03774129186274,2.0093462467193604,20,30,20,100,100,10
1476.425317432071,10.934972750200618,1.9223198890686035,20,30,20,100,100,10
1492.5253375599978,15.776557727925955,1.6547329425811768,20,30,20,100,100,10
1660.8288518562701,10.261981190273033,2.14949893951416,20,30,20,100,100,10
1723.9509632737847,9.26730444867981,1.6732168197631836,20,30,20,100,100,10
1871.3275068195744,10.174713426111577,2.541149377822876,20,30,20,100,100,10
1605.1117533210665,11.212867782430669,1.8076746463775635,20,30,20,100,100,10
1771.5814326752525,10.285482310865593,2.165276288986206,20,30,20,100,100,10
1601.6521811969108,13.330425624731072,2.375380754470825,20,30,20,100,100,10
1570.513535540834,8.595834175259709,2.0590977668762207,20,30,20,100,100,10
1503.2592519240034,11.137502104684996,1.8649308681488037,20,30,20,100,100,10
1613.3658662517405,12.829792228181851,2.1291680335998535,20,30,20,100,100,10
1601.9662607554121,10.5128203193772,2.0200674533843994,20,30,20,100,100,10
1783.462071547284,10.126670133904682,2.4508509635925293,20,30,20,100,100,10
1801.1008108859887,13.034151282199332,1.8467183113098145,20,30,20,100,100,10
1708.7393716303898,8.161348528655914,1.8830835819244385,20,30,20,100,100,10
1880.6351843092868,16.9418156442312,2.082778215408325,20,30,20,100,100,10
1580.0076050330963,10.239561135619828,2.1079254150390625,20,30,20,100,100,10
1646.472550381868,14.42857920425767,2.302677869796753,20,30,20,100,100,10
1507.4767640105981,16.361488672996394,2.022597551345825,20,30,20,100,100,10
1898.4411436302,9.25785890186711,3.0981502532958984,20,30,20,100,100,10
1632.9976818037067,13.074649225151202,2.0235915184020996,20,30,20,100,100,10
1598.817628547354,12.991045583409687,2.162385940551758,20,30,20,100,100,10
1794.5446636025329,15.72697383459928,1.966663122177124,20,30,20,100,100,10
1800.216573001154,9.850547247636237,2.0643227100372314,20,30,20,100,100,10
