Initial_risk,Initial_fitness,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
113.9192710856762,76.78581342973067,4.565554133928456,40.07982659339905,20,30,20,1000,100,10
125.09387110039756,95.64746631184396,6.28898098291397,51.31769824028015,20,30,20,1000,100,10
123.2277829838234,93.19845338526244,6.063521234014107,47.97567963600159,20,30,20,1000,100,10
127.51095343384921,94.47845161539881,5.651544014786671,50.669496297836304,20,30,20,1000,100,10
126.49005468276168,96.12051093578467,5.420553051687227,49.73909282684326,20,30,20,1000,100,10
114.3228065405255,83.2703904312991,7.422864841136426,49.95840668678284,20,30,20,1000,100,10
117.05940101331433,84.99866079743258,5.565560633036082,43.16779923439026,20,30,20,1000,100,10
126.91498436826373,99.42173604733765,7.281108784926767,52.13754105567932,20,30,20,1000,100,10
123.08082032545232,90.90371830226223,5.9094146596792685,53.211692571640015,20,30,20,1000,100,10
128.29252900848223,99.20500125033927,5.207617292431191,50.212692975997925,20,30,20,1000,100,10
122.08405760310845,97.27415107933547,7.704299332806155,59.583619832992554,20,30,20,1000,100,10
123.46585706233473,90.2109100178091,8.79094690892603,46.30015468597412,20,30,20,1000,100,10
130.1238142390269,102.69175840036178,6.542302325454614,50.710421085357666,20,30,20,1000,100,10
127.67734415570027,104.74801351433479,6.898335375936001,52.85581374168396,20,30,20,1000,100,10
122.66437021310468,86.92506365172407,5.003578991358184,46.18246603012085,20,30,20,1000,100,10
108.33067445504913,69.83566971543101,6.882805618209732,42.99502658843994,20,30,20,1000,100,10
118.41447140577765,86.57378389051182,7.982165304287701,53.59264397621155,20,30,20,1000,100,10
121.90932751979008,88.65842237835602,5.214025722037801,44.1429226398468,20,30,20,1000,100,10
125.07710557460382,99.94765870269913,4.878591188245315,61.26316261291504,20,30,20,1000,100,10
121.39206994858614,89.7996340855622,6.393971980969728,47.92982530593872,20,30,20,1000,100,10
123.60961868244806,93.99966537731096,7.30817864473941,54.944029331207275,20,30,20,1000,100,10
124.06203942310884,90.41758890686918,6.84139969457039,44.949034452438354,20,30,20,1000,100,10
124.74531611826393,99.30455578595273,10.362957481648907,52.72500205039978,20,30,20,1000,100,10
121.0238980215137,90.99814000711311,6.5347386220021795,53.98658990859985,20,30,20,1000,100,10
121.61425588066304,88.89379635566429,7.9521691449156915,42.46440815925598,20,30,20,1000,100,10
120.92131913278199,86.94706049450834,6.2128182830424095,48.054651975631714,20,30,20,1000,100,10
119.38536403811521,90.28997218844091,6.136847523990952,51.61949563026428,20,30,20,1000,100,10
122.51567301250576,88.03053696792142,6.368097785803204,46.53400421142578,20,30,20,1000,100,10
124.18045069612523,92.05330624828153,4.362868887456479,46.248326778411865,20,30,20,1000,100,10
115.24777273723032,80.2520944796173,6.1998894236281785,48.840354681015015,20,30,20,1000,100,10
128.1488428264285,100.17933410476299,8.190613068224739,57.443342447280884,20,30,20,1000,100,10
128.36833728993682,103.7282328498893,8.067193726057766,59.98156261444092,20,30,20,1000,100,10
119.85999121268075,89.66730520068158,5.6832161802684755,55.695056200027466,20,30,20,1000,100,10
125.79992631880994,94.91480655503518,7.477598965073673,49.73396444320679,20,30,20,1000,100,10
124.32014826237969,98.03619248603441,6.434870420447178,57.83629393577576,20,30,20,1000,100,10
123.76343509675274,95.11021923764858,6.670545643309278,57.26832175254822,20,30,20,1000,100,10
116.6571811053969,85.0418367353066,8.748733443123962,50.88891315460205,20,30,20,1000,100,10
125.03073973935159,96.81062313929223,6.516503667116125,53.574803590774536,20,30,20,1000,100,10
119.39404262374961,84.67978956020032,5.455676279980433,42.50530242919922,20,30,20,1000,100,10
117.0913544747704,87.80860451051163,6.445014322537186,51.78763127326965,20,30,20,1000,100,10
121.82844294092092,85.94260820603773,5.741848965327246,46.917603731155396,20,30,20,1000,100,10
120.0089007777364,91.5950934650014,9.5535376015901,52.46294140815735,20,30,20,1000,100,10
132.72681987297074,110.35018762473494,7.140744930836483,60.90359425544739,20,30,20,1000,100,10
116.47788707856712,81.54987751241276,6.045132288937935,43.004967212677,20,30,20,1000,100,10
124.14248151311959,95.094352807669,8.095476019040973,55.20002055168152,20,30,20,1000,100,10
118.78057326130579,89.21656317612295,6.330433139942823,48.55315661430359,20,30,20,1000,100,10
128.2483121180229,100.80901436921675,7.403055706202497,48.91123557090759,20,30,20,1000,100,10
125.06592236725908,88.54564604235208,7.039866317205229,46.72598147392273,20,30,20,1000,100,10
117.92821257795352,94.8262592001029,5.596521641765616,57.771467447280884,20,30,20,1000,100,10
121.67115984061542,91.29718352960475,5.040410246285857,51.57205367088318,20,30,20,1000,100,10
117.81325416624203,86.89684964915766,9.660348679337297,50.75221014022827,20,30,20,1000,100,10
129.16455398621054,105.61564044381221,7.532695375619359,63.59488892555237,20,30,20,1000,100,10
121.12380638423475,91.52980086445311,7.053546787022978,55.065735816955566,20,30,20,1000,100,10
124.18091839906462,89.35928885567193,8.08521749522552,43.69029116630554,20,30,20,1000,100,10
121.72412717408032,89.50599805582186,8.090974099298847,39.58810496330261,20,30,20,1000,100,10
130.95197661764885,103.94070929411431,5.488896470106335,57.202030181884766,20,30,20,1000,100,10
121.33863296412311,83.71660991483613,5.471389322744202,46.99634265899658,20,30,20,1000,100,10
127.37274321759581,100.60932482649321,4.726069842052714,52.70704650878906,20,30,20,1000,100,10
122.56494256693823,92.67229763789051,8.541019960474017,52.22829508781433,20,30,20,1000,100,10
121.22281861687051,89.24672939103671,4.785536415487573,45.695767402648926,20,30,20,1000,100,10
131.08202961006197,100.2060664896775,5.70602632795682,51.68897080421448,20,30,20,1000,100,10
118.63875976901379,90.44412425964725,6.616765510304293,53.849406719207764,20,30,20,1000,100,10
121.51474257379259,90.82242818099515,7.575867218436645,53.42309784889221,20,30,20,1000,100,10
117.67462021706744,89.24593712783512,5.388160557773754,53.78117895126343,20,30,20,1000,100,10
126.93436762274723,97.71104070780152,5.752292849812659,47.24462532997131,20,30,20,1000,100,10
125.228074047252,95.32737177974785,8.72063964337569,50.17978644371033,20,30,20,1000,100,10
120.52764669246933,87.07283934322022,8.87097975845656,53.87189722061157,20,30,20,1000,100,10
120.46552941712208,87.58001395202297,9.57578684847078,44.668519020080566,20,30,20,1000,100,10
120.34960563766053,90.71602581917169,5.81538188034798,55.15152168273926,20,30,20,1000,100,10
117.83155607048855,78.39710290347438,7.664944661822138,50.35131525993347,20,30,20,1000,100,10
117.90367514436814,83.5575360608017,9.242361117416896,51.36064672470093,20,30,20,1000,100,10
130.44250018122506,104.67112114074796,5.735150379934559,57.42169260978699,20,30,20,1000,100,10
125.76072169279946,89.74032009652531,7.280912603935363,40.939526319503784,20,30,20,1000,100,10
118.60431020244228,87.9253032624127,7.873980088060389,54.57202458381653,20,30,20,1000,100,10
