Initial_risk,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
1773.091388930379,14.868650325942392,4.78102970123291,20,20,20,100,1000,6
1948.2678272462417,7.488781072288892,5.559243440628052,20,20,20,100,1000,6
1474.1089464012084,15.307675270379425,4.278155088424683,20,20,20,100,1000,6
1699.624840139702,13.164729676314087,4.754346132278442,20,20,20,100,1000,6
1543.0925145154729,15.363052630322182,4.437530755996704,20,20,20,100,1000,6
1815.807081847649,14.030898274142935,5.044658184051514,20,20,20,100,1000,6
1710.6942950933505,8.949936314699254,5.0527184009552,20,20,20,100,1000,6
1836.9298589226496,7.370824288248808,4.870286464691162,20,20,20,100,1000,6
1850.099615951886,9.335858387152275,4.82819938659668,20,20,20,100,1000,6
1839.0101120834927,11.634657879465767,4.979236841201782,20,20,20,100,1000,6
1564.6918634158023,10.810707614844423,4.83199667930603,20,20,20,100,1000,6
1515.7816430537919,17.451611890645253,4.556492328643799,20,20,20,100,1000,6
1567.2447181924817,10.65453961995818,5.456720590591431,20,20,20,100,1000,6
1683.764738691655,9.480732773645006,4.526700735092163,20,20,20,100,1000,6
1896.5896250294718,8.512332551121254,4.891474485397339,20,20,20,100,1000,6
1494.531880866847,13.439207126164188,4.8306756019592285,20,20,20,100,1000,6
1816.210596084236,9.195619349971828,4.991598129272461,20,20,20,100,1000,6
1666.7697278212124,13.988211912022296,4.594709396362305,20,20,20,100,1000,6
1667.1754892612398,8.358205331332409,4.929445743560791,20,20,20,100,1000,6
1425.6134778957824,13.636819749031329,4.5110156536102295,20,20,20,100,1000,6
1868.502782603314,8.917809245610734,4.729953765869141,20,20,20,100,1000,6
1618.0524544025918,12.250700349558285,5.107698440551758,20,20,20,100,1000,6
1775.6348065261707,11.17616584447625,4.99889349937439,20,20,20,100,1000,6
1502.7638822263807,12.733292397077893,4.357393503189087,20,20,20,100,1000,6
1311.0571010268964,20.911825876486347,4.347549915313721,20,20,20,100,1000,6
1718.053557112134,8.272501582787328,4.4154393672943115,20,20,20,100,1000,6
1715.5186616531143,10.963436425291837,5.026370286941528,20,20,20,100,1000,6
1875.4832385436448,8.864691016980254,4.997795581817627,20,20,20,100,1000,6
1599.0034743461601,8.711226036441932,4.689140796661377,20,20,20,100,1000,6
1496.4792244030841,13.299345031721916,4.78171968460083,20,20,20,100,1000,6
1483.534081538611,11.925899106729583,4.321655035018921,20,20,20,100,1000,6
2009.3116562652438,11.379888296880836,4.887504577636719,20,20,20,100,1000,6
1632.5713467494622,12.88594979599204,5.044976472854614,20,20,20,100,1000,6
1532.2343171114505,14.767738697699047,4.785757780075073,20,20,20,100,1000,6
1580.784823834812,7.089607835416258,4.641155958175659,20,20,20,100,1000,6
1962.522967069251,6.369587955456727,6.07659387588501,20,20,20,100,1000,6
1584.1087874426096,11.599830271438059,4.6859962940216064,20,20,20,100,1000,6
1612.0400663760777,6.485265209974957,4.914716720581055,20,20,20,100,1000,6
1869.838471852998,12.253320700928146,5.545961380004883,20,20,20,100,1000,6
1500.4215134623034,12.10862847845313,5.2308220863342285,20,20,20,100,1000,6
1490.232398747569,10.45094569999321,4.333352327346802,20,20,20,100,1000,6
1809.3640367674,12.749313239946712,4.978137493133545,20,20,20,100,1000,6
1847.0070362254753,9.733682390033806,5.035598993301392,20,20,20,100,1000,6
1601.2275773574,13.426100726247212,4.543128728866577,20,20,20,100,1000,6
1590.2240545971551,12.015978779061081,4.619196176528931,20,20,20,100,1000,6
1524.2908802827353,12.64874259545477,5.043173313140869,20,20,20,100,1000,6
1694.0270747425936,10.312449553676412,4.657899618148804,20,20,20,100,1000,6
1789.9092784601767,7.758090402341039,4.92205810546875,20,20,20,100,1000,6
1674.1009342614018,13.749961939644024,4.692240953445435,20,20,20,100,1000,6
1713.4699995463238,11.260434076633345,4.663733720779419,20,20,20,100,1000,6
1707.8862768734639,14.75867003188046,4.935830593109131,20,20,20,100,1000,6
1697.4770588982253,13.511648752563563,4.952827215194702,20,20,20,100,1000,6
