Initial_risk,Fitness_best_solution,Exec_time,N_asset,N_antibodies,N_threats,N_iterations,N_cms,k
1552.952594969208,11.481707288393512,31.338210582733154,20,30,20,1000,100,10
1592.453145709989,18.59075945793365,30.67343020439148,20,30,20,1000,100,10
1660.8218285145947,11.612753953681981,34.10548520088196,20,30,20,1000,100,10
1696.3647460730872,12.07618797713803,33.28287625312805,20,30,20,1000,100,10
1742.932129383569,10.638062960606511,39.905319929122925,20,30,20,1000,100,10
1557.561182625392,14.590718741077442,40.76085162162781,20,30,20,1000,100,10
1485.15629799317,12.762283103067567,40.325069427490234,20,30,20,1000,100,10
1681.332347641159,10.650601309944694,35.984110593795776,20,30,20,1000,100,10
1641.1750066945638,10.125838783781253,37.00683307647705,20,30,20,1000,100,10
1863.240128786813,9.846388864288805,40.53589940071106,20,30,20,1000,100,10
1711.419574528042,12.691946647171475,30.194234609603882,20,30,20,1000,100,10
1649.0891874391793,9.692527435577174,42.37624764442444,20,30,20,1000,100,10
1704.6520218266721,12.74591888574967,35.2786431312561,20,30,20,1000,100,10
1606.2082927605325,14.811388425852686,41.18542432785034,20,30,20,1000,100,10
1493.7158681399826,10.020074959712952,31.05640459060669,20,30,20,1000,100,10
1562.0628412266228,15.144615607098723,33.74271059036255,20,30,20,1000,100,10
1678.3312759180542,8.719494320216922,48.9724645614624,20,30,20,1000,100,10
1717.8415994863508,9.20235975952618,46.8185715675354,20,30,20,1000,100,10
1948.6279410019508,11.218022267135835,40.37059259414673,20,30,20,1000,100,10
1606.2192982359215,9.89424989543729,35.32476782798767,20,30,20,1000,100,10
1633.9431513279264,14.319611100477164,32.26200771331787,20,30,20,1000,100,10
1534.8858017124548,9.531940645652105,36.063313245773315,20,30,20,1000,100,10
1498.8692576940584,10.296718112925339,33.55225419998169,20,30,20,1000,100,10
1881.57825960212,7.781265200013063,43.64524722099304,20,30,20,1000,100,10
1697.8711140643359,11.608897627441667,32.77264666557312,20,30,20,1000,100,10
1797.0210051838137,9.692359596391217,45.158313035964966,20,30,20,1000,100,10
1820.7802360812077,9.949189299852058,32.99425530433655,20,30,20,1000,100,10
1670.0079486239965,11.119623064327861,35.658586740493774,20,30,20,1000,100,10
1498.629581105265,10.0629239639002,37.35778069496155,20,30,20,1000,100,10
1665.8843418505298,9.870748739766443,28.985811471939087,20,30,20,1000,100,10
1900.7432713985124,9.96521560993019,37.62453818321228,20,30,20,1000,100,10
1826.3467170604688,10.242834664082022,33.290504455566406,20,30,20,1000,100,10
1924.220470693176,11.31921383637242,41.9425847530365,20,30,20,1000,100,10
1620.5313721914656,10.294221802338836,36.85641074180603,20,30,20,1000,100,10
1566.502860347477,14.454399182849022,33.615092754364014,20,30,20,1000,100,10
1639.4306842341668,11.847166136828038,36.93028402328491,20,30,20,1000,100,10
1708.8132201542114,10.769191410466219,34.486263275146484,20,30,20,1000,100,10
1500.7182093532422,9.548551674292591,35.5890634059906,20,30,20,1000,100,10
